"데이터=전국시장 넘버 Num 1)서울시","사진여부  ","시장이름 MarketName ","MarketNameEN ","MarketNameJp ","MarketNameCn ","BaseCategory 지역1 Province_kr ","Province_en ","Province_jp ","Province_cn ","SecondCategory District_kr ","District_en ","District_jp ","District_cn ","Address 주소 Address_kr ","Address_en ","Address_jp ","Address_cn ","HasfTag 해시태그 HashTag_kr ","HashTag_en ","HashTag_jp ","HashTag_cn ","Description 설명 Description_kr ","Description_en ","Description_jp ","Description_cn ","OpenTime 운영시간 OpenTime ","OpenTime_En ","OpenTime_Jp ","OpenTime_Ch ","전화번호 Tel ","네이버링크 NaverLink "
"43","","남문패션1번가시장","Nammun Fashion First Avenue Market","南門ファッション1番街市場","南门时尚一番街市场","경기도","Gyeonggi-do","京畿道","京畿道","수원시","Suwon City","スウォン市","水原市","경기도 수원시 팔달구 정조로758번길 24 영동","Gyeonggi-do, Suwon-si, Paldal-gu, Jeongjo-ro 758-beon-gil 24, Yeongdong","京畿道 水原市 パルダル区 ジョンジョ路758番ギル 24（ヨンドン）","京畿道 水原市 八达区 正祖路758号街 24（영동）","#패션특화, #의류·신발, #잡화, #보행동선, #영동연결, #관광연계","#fashion-focused, #apparel_&_shoes, #accessories, #walkable_flow, #link_to_Yeongdong, #tourism_tie-in","#ファッション特化, #衣料・靴, #服飾雑貨, #歩行動線, #永東連携, #観光連動","#时尚特化, #服饰/鞋类, #配饰, #步行动线, #联通永东, #旅游联动","수원 남문 상권의 패션 특화 구역으로 의류·신발·잡화가 중심입니다. 보행 동선으로 영동시장·먹거리 골목과 연결되어 화성 관광과 연계 방문하기 좋습니다.","Part of the Suwon Nammun cluster, focused on clothing, shoes, and accessories. Walkable lanes connect to nearby food alleys and Yeongdong Market. Easy to pair with a fortress-town stroll.","水原・南門商圏の一角で、衣料・靴・服飾雑貨が中心。徒歩動線で周辺の飲食通りや永東市場ともつながります。華城散策と合わせて楽しめます。","属于水原南门商圈，主打服饰鞋包；步行可连通周边美食巷与永东市场。常与华城旧城漫步行程搭配。","변동(보통 10:00–21:00; 매장별 상이).","Varies (typ. 10:00–21:00; shop-by-shop).","変動あり（目安 10:00–21:00；店舗ごと）。","可能变动（通常 10:00–21:00；按店而异）。","031-255-5226","https://naver.me/GtUH5fEJ"
"44","","미래그린시장","Mirae Green Market","ミレ・グリーン市場","未来绿色市场","경기도","Gyeonggi-do","京畿道","京畿道","성남시","Seongnam City","ソンナム市","城南市","경기도 성남시 분당구 불정로386번길 10 서현동 효자촌미래타운아파트","Gyeonggi-do, Seongnam-si, Bundang-gu, Buljeong-ro 386-beon-gil 10, Seohyeon-dong, Hyojachon Mirae Town Apt.","京畿道 城南市 ブンダン区 ブルジョン路386番ギル 10（ソヒョン洞）ヒョジャチョン・ミレタウンアパート","京畿道 城南市 盆唐区 夫亭路386号街 10（书峴洞）孝子村未来城公寓","#실내시장, #서현, #식료·서비스, #소규모식당, #주민밀착, #점심~저녁","#indoor_market, #Seohyeon, #foods_&_services, #small_eateries, #community-based, #lunch-to-evening","#屋内市場, #書峴, #食品・サービス, #小規模食堂, #住民密着, #昼〜夜","#室内市场, #书峴, #食材/服务, #小餐馆, #社区属性强, #中午至夜","분당 서현의 실내형 시장으로 식료품·생활서비스·소규모 식당이 입점해 있습니다. 날씨 영향을 덜 받으며 주민 밀착도가 높습니다. 식당은 대체로 점심~저녁 시간대 운영합니다. ","An indoor, apartment-complex market in Seohyeon with foods, services, and small eateries. Weather-proof and very local in feel. Many restaurants keep mid-day to evening hours.","曹溪洞…ではなく盆唐・書峴の屋内型市場。食品・サービス・食堂が入り、天候に左右されません。飲食店は昼〜夜の営業が中心です。","位于盆唐书峴的室内市场，集食材、便民服务与小餐馆于一体，遮风避雨、社区气息浓。诸多餐馆多在中午至晚间营业。","변동(식당 다수 약 11:00–20:30).","Varies (many eateries ~11:00–20:30).","変動あり（飲食店は概ね 11:00–20:30）。","可能变动（多数餐饮约 11:00–20:30）。","","https://naver.me/5r9aSdlM"
"45","","용문천년시장","Yongmun Millennium Market","ヨンムン千年市場","龙门千年市场","경기도","Gyeonggi-do","京畿道","京畿道","양평군","Yangpyeong County","ヤンピョン郡","杨平郡","경기도 양평군 용문면 용문시장2길 11 일원","Gyeonggi-do, Yangpyeong-gun, Yongmun-myeon, Yongmun-sijang 2-gil 11, Ilwon","京畿道 楊平郡 ヨンムン面 ヨンムンシジャン2ギル 11（一円）","京畿道 杨平郡 龙门面 용문시장2街 11（一区域）","#용문역, #하천변, #상설+오일장, #5/10/15/20/25/30, #계절농산, #주말인기","#Yongmun_Stn, #riverside, #permanent+fair, #5/10/15/20/25/30, #seasonal_produce, #weekend_favorite","#龍門駅, #川沿い, #常設+五日市, #5/10/15/20/25/30, #季節農産, #週末人気","#龙门站, #河畔, #常设+五日集, #5/10/15/20/25/30, #时令农产, #周末人气","용문역 인근 하천변 시장으로 상설 구간과 5·10·15·20·25·30일 오일장이 함께 열립니다. 제철 농산물과 먹거리 골목이 주말에 특히 붐빕니다.","Riverside market by Yongmun Station mixing a permanent strip with classic 5-day fairs. Seasonal farm goods and snack alleys draw weekend crowds. Come early for parking and best picks.","龍門駅そばの川沿い市場。常設＋毎月5・10・15・20・25・30日の五日市が開かれ、季節の農産品や食べ歩きが人気。駐車・品揃えの面で早めの訪問が安心です。","龙门站附近的河畔集市，常设区+每月5/10/15/20/25/30五日集。季节性农产与小吃人气高，建议早点到。","5일장: 5/10/15/20/25/30일; 하절기 08:30–18:00 / 동절기 08:30–17:00","5-day market: 5/10/15/20/25/30; 08:30–18:00 (summer) / 08:30–17:00 (winter)","五日市：5/10/15/20/25/30；夏 08:30–18:00／冬 08:30–17:00","五日集：5/10/15/20/25/30；夏季 08:30–18:00／冬季 08:30–17:00","031-771-6172","https://naver.me/FO9dn25j"
"46","","시흥삼미시장","Siheung Sammi Market","シフン三美市場","始兴三美市场","경기도","Gyeonggi-do","京畿道","京畿道","시흥시","Siheung City","シフン市","始兴市","경기도 시흥시 삼미시장2길 35","Gyeonggi-do, Siheung-si, Sammi-sijang 2-gil 35","京畿道 始興市 サンミシジャン2ギル 35","京畿道 始兴市 삼미시장2街 35","#역사형, #청과·정육·수산, #간식골목, #포장마차정취, #비오는날매력, #활기","#historic, #produce/meat/seafood, #snack_alleys, #pojang-macha_vibe, #rainy-day_charm, #lively","#歴史系, #青果, #精肉, #水産, #軽食路地, #ポジャンマチャ風情, #雨の日の魅力, #活気","#历史型, #蔬果, #肉, #水产, #小吃巷, #棚车氛围, #雨天更有味, #人气旺","뱀내우시장 폐시 후 자라난 전통시장으로 청과·정육·수산과 간식 골목이 활기찹니다. 비 오는 날엔 포장마차 거리의 정취가 돋보입니다.","A historic market that grew after the old Baemnae cattle market closed. Today it’s a lively mix of produce, meat, seafood, and snack alleys, with cozy pojang-macha corners on rainy days.","旧・蛇川の牛市場跡から発展した歴史ある市場。青果・精肉・鮮魚・軽食が揃い、雨の日はポジャンマチャ通りが情緒を添えます。","由旧“蛇川牛市”发展而来，现为生鲜、肉类、海产与小吃并存的热闹市集；雨天的棚车小吃更具氛围。","매장별 상이","Varies by shop","店舗により異なる","各店不同","031-311-7006","https://naver.me/5eUs1gaP"
"47","","정자시장","Jeongja Market","チョンジャ市場","庭洞市场","경기도","Gyeonggi-do","京畿道","京畿道","수원시","Suwon City","スウォン市","水原市","경기도 수원시 장안구 수성로261번길 16 정자동","Gyeonggi-do, Suwon-si, Jangan-gu, Suseong-ro 261-beon-gil 16, Jeongja-dong","京畿道 水原市 ジャンアン区 スソン路261番ギル 16（チョンジャ洞）","京畿道 水原市 长安区 寿城路261号街 16（亭子洞）","#대형시장, #200+점포, #비가림구간, #사계절편안, #행사·할인, #저녁활기","#large_market, #200+_stalls, #covered_section, #all-season_comfort, #events/discounts, #evening_buzz","#大型市場, #200店超, #アーケード区間, #四季快適, #イベント/割引, #夕方活気","#大型市场, #200+摊位, #拱廊区, #四季舒适, #活动/折扣, #夜间人气","장안구의 대형 시장으로 200여 점포가 밀집해 있습니다. 비가림 구간이 있어 사계절 둘러보기 좋고, 각종 행사·할인으로 저녁에도 활기가 돋보입니다. ","A large, walkable market in Jangan-gu with 200+ stalls for fresh foods and daily goods. Arcaded stretches make it comfortable year-round. Events and discount drives keep evenings lively.","長安区の歩きやすい大型市場。生鮮・日用品の店が200店以上並び、アーケードで一年中快適。イベントや割引も多く、夕方も活気があります。","位于长安区的可步行大型市场，200余家摊位涵盖生鲜与日用品；带拱廊路段四季舒适，活动与折扣让夜间也很热闹。","07:00–23:00(매장별 상이).","07:00–23:00 (varies by shop).","07:00–23:00（店舗により異なる）。","07:00–23:00（各店不同）。","031-252-0290","https://naver.me/GV2LBkD1"
"1","","소래포구전통어시장","Sorae Pogu Traditional Fish Market","ソレポグ伝統魚市場","苏래浦口传统鱼市场","인천","Incheon","仁川広域市","仁川广域市","남동구","Namdong-gu","ナムドン区","南洞区","인천광역시 남동구 소래역로 12","12, Soraeyeok-ro, Namdong-gu, Incheon","仁川広域市 南洞区 ソレ駅路 12","仁川广域市 南洞区 苏래驿路 12","#수산물, #꽃게, #젓갈, #포구, #인천여행","#Seafood, #Crab, #SaltedFish, #Port, #Travel","#水産物, #ワタリガニ, #塩辛, #浦口, #仁川旅行","#水产, #梭子蟹, #咸鱼, #浦口, #仁川旅游","수도권 최대의 수산물 시장 중 하나로 제철 해산물과 젓갈류가 매우 유명합니다.","One of the largest fish markets in the metro area, famous for seasonal seafood.","首都圏最大級の水産市場で、旬の海鮮や塩辛類が非常に有名です。","首都圈最大的水产市场之一，时令海鲜和咸鱼类非常有名。","07:00–21:00 (연중무휴)","07:00–21:00 (Open year-round)","07:00–21:00 (年中無休)","07:00–21:00 (全年无休)","032-442-6887",""
"2","","부평종합시장","Bupyeong General Market","富平総合市場","富平综合市场","인천","Incheon","仁川広域市","仁川广域市","부평구","Bupyeong-gu","ブピョン区","富平区","인천광역시 부평구 부흥로 316","316, Buheung-ro, Bupyeong-gu, Incheon","仁川広域市 富平区 富興路 316","仁川广域市 富平区 富兴路 316","#전통시장, #먹거리, #반찬, #소매, #부평역","#Traditional, #Food, #Groceries, #Retail, #Bupyeong","#伝統市場, #グルメ, #おかず, #小売, #富平駅","#传统市场, #美食, #小菜, #零售, #富平站","인천에서 가장 큰 규모의 전통시장 중 하나로 다양한 식자재와 생활용품을 취급합니다.","One of the largest traditional markets in Incheon, handling various groceries.","仁川で最大規模の伝統市場の一つで、多様な食材や生活用品を扱っています。","仁川规模最大的传统市场之一，经营各类食材和生活用品。","08:00–21:00 (점포별 상이)","08:00–21:00 (Varies by shop)","08:00–21:00 (店舗により異なる)","08:00–21:00 (各店不同)","032-516-0655",""
"3","","인천가구단지","Incheon Furniture Complex","仁川家具団地","仁川家具团地","인천","Incheon","仁川広域市","仁川广域市","미추홀구","Michuhol-gu","ミチュホル区","弥추忽区","인천광역시 미추홀구 경인로 164","164, Gyeongin-ro, Michuhol-gu, Incheon","仁川広域市 弥チュ忽区 京仁路 164","仁川广域市 弥추忽区 京仁路 164","#가구, #인테리어, #침대, #소파, #가구도매","#Furniture, #Interior, #Bed, #Sofa, #Wholesale","#家具, #インテリア, #ベッド, #ソファ, #家具卸売","#家具, #室内装饰, #床, #沙发, #家具批发","대형 가구 매장들이 집적된 단지로 가정용부터 사무용까지 저렴하게 구매 가능합니다.","A complex of large furniture stores offering home and office furniture.","大型家具店が集積した団地で、家庭用から事務用まで安く購入可能です。","大型家具商店聚集区，从家用家具到办公家具均可以低廉价格购买。","09:00–20:00 (연중무휴)","09:00–20:00 (Open year-round)","09:00–20:00 (年中無休)","09:00–20:00 (全年无休)","032-882-4113",""
"4","","엠파크(중고차)","M-Park (Used Car Market)","Mパーク(中古車)","M-Park (二手车)","인천","Incheon","仁川広域市","仁川广域市","서구","Seo-gu","西区","西区","인천광역시 서구 봉수대로 158","158, Bongsu-daero, Seo-gu, Incheon","仁川広域市 西区 奉水大路 158","仁川广域市 西区 奉水大道 158","#중고차, #자동차매매, #수입차, #중고차단지","#UsedCar, #CarSales, #ImportedCar, #AutoHub","#中古車, #自動車売買, #輸入車, #中古車団地","#二手车, #汽车买卖, #进口车, #二手车基地","국내 최대 규모의 실내 중고차 매매 단지로 투명한 거래 시스템을 지향합니다.","Korea's largest indoor used car complex aiming for transparent transactions.","韓国最大規模の屋内型中古車売買団地で、透明な取引システムを目指しています。","韩国最大规模的室内二手车交易中心，致力于透明的交易系统。","09:00–18:00 (일요일 휴무)","09:00–18:00 (Closed on Sundays)","09:00–18:00 (日曜休)","09:00–18:00 (周日休息)","032-585-5000",""
"5","","신포국제시장","Sinpo International Market","新浦国際市場","新浦国际市场","인천","Incheon","仁川広域市","仁川广域市","중구","Jung-gu","中区","中区","인천광역시 중구 우현로49번길 11-5","11-5, Uhyeon-ro 49beon-gil, Jung-gu, Incheon","仁川広역市 中区 又玄路49番キル 11-5","仁川广域市 中区 又玄路49路 11-5","#닭강정, #공갈빵, #국제시장, #차이나타운","#Chicken, #Gonggalppang, #International, #Food","#タッカンジョン, #コンガルパン, #国際市場, #グルメ","#辣子鸡, #空心饼, #国际市场, #美食","인천 개항 이후 형성된 시장으로 닭강정 등 다양한 먹거리로 관광객이 많이 찾습니다.","Formed after the opening of the port, it's famous for food like spicy chicken.","仁川開港後に形成された市場で、タッカンジョンなどのグルメで有名です。","仁川开港后形成的古老市场，以辣子鸡等各类美食吸引游客。","10:00–21:00 (매달 첫째 월요일 휴무)","10:00–21:00 (Closed 1st Mon)","10:00–21:00 (第1月曜休)","10:00–21:00 (每月第一个周一休息)","032-772-5812",""
"1","","대전중앙시장","Daejeon Jungang Market","大田中央市場","大田中央市场","대전","Daejeon","大田広域市","大田广域市","동구","Dong-gu","東区","东区","대전광역시 동구 대전로 783","783, Daejeon-ro, Dong-gu, Daejeon","大田広域市 東区 大田路 783","大田广域市 东区 大田路 783","#중부권최대, #먹자골목, #한복, #의류도매, #대전여행","#MainMarket, #FoodAlley, #Hanbok, #Wholesale, #Travel","#中部圏最大, #グルメ通り, #韓服, #衣類卸売, #大田旅行","#中部最大, #美食街, #韩服, #服装批发, #大田旅游","대전역 앞 위치한 중부권 최대 규모의 전통시장으로 먹거리와 포목이 유명합니다.","Largest traditional market in central Korea, famous for food and fabrics.","大田駅前に位置する中部圏最大規模の伝統市場で、グルメや布地が有名です。","位于大田站前的中部地区最大规模传统市场，美食和布料非常有名。","09:00–22:00 (점포별 상이)","09:00–22:00 (Varies by shop)","09:00–22:00 (店舗により異なる)","09:00–22:00 (各店不同)","042-221-1033",""
"2","","노은농수산물도매시장","Noeun Agricultural & Marine Products Market","老隠農水産物卸売市場","老隐农水产品批发市场","대전","Daejeon","大田広域市","大田广域市","유성구","Yuseong-gu","ユソン区","儒城区","대전광역시 유성구 노은동로 33","33, Noeundong-ro, Yuseong-gu, Daejeon","大田広域市 儒城区 老隠洞路 33","大田广域市 儒城区 老隐洞路 33","#농수산물, #도매시장, #경매, #신선식품, #유성시장","#Agricultural, #Wholesale, #Auction, #FreshFood","#農水産物, #卸売市場, #競売, #新鮮食品, #儒城","#农水产品, #批发市场, #拍卖, #新鲜食品, #儒城","대전 서부권의 식자재 유통을 책임지는 대규모 농수산물 도매시장입니다.","A large wholesale market responsible for food distribution in western Daejeon.","大田西部圏の食材流通を担う大規模な農水産物卸売市場です。","负责大田西部地区食材流通的大型农水产品批发市场。","00:00–24:00 (경매시간 상이)","Open 24 hours (Varies by auction)","24時間営業 (競売により異なる)","24小时营业 (拍卖时间各异)","042-611-3000",""
"3","","오정농수산물도매시장","Ojeong Agricultural & Marine Products Market","梧井農水産物卸売市場","梧井农水产品批发市场","대전","Daejeon","大田広域市","大田广域市","대덕구","Daedeok-gu","デドク区","大德区","대전광역시 대덕구 한밭대로 1164","1164, Hanbat-daero, Daedeok-gu, Daejeon","大田広域市 大徳区 ハンバッ大路 1164","大田广域市 大德区 汉밭大道 1164","#식자재유통, #대형도매, #새벽시장, #수산물물류","#FoodLogistics, #Wholesale, #DawnMarket, #Seafood","#食材流通, #大型卸売, #朝市, #水産物流通","#食材流通, #大型批发, #早市, #水产物流","대전에서 가장 오래된 도매시장 중 하나로 중부권 물류의 핵심 거점입니다.","One of the oldest wholesale markets in Daejeon and a key logistics hub.","大田で最も古い卸売市場の一つで、中部圏物流の核心拠点です。","大田最古老的批发市场之一，是中部地区物流的核心据点。","04:00–18:00 (매주 일요일 휴무)","04:00–18:00 (Closed on Sundays)","04:00–18:00 (日曜休)","04:00–18:00 (每周日休息)","042-608-5420",""
"4","","대전가구거리","Daejeon Furniture Street","大田家具通り","大田家具街","대전","Daejeon","大田広域市","大田广域市","중구","Jung-gu","中区","中区","대전광역시 중구 중앙로 12","12, Jungang-ro, Jung-gu, Daejeon","大田広域市 中区 中央路 12","大田广域市 中区 中央路 12","#가구, #인테리어, #혼수, #사무용가구, #맞춤가구","#Furniture, #Interior, #Wedding, #Office, #Custom","#家具, #インテリア, #婚礼家具, #事務用家具, #オーダーメイド","#家具, #室内装饰, #婚庆家具, #办公家具, #定制家具","대전 원도심에 형성된 가구 전문 거리로 다양한 브랜드 매장이 모여 있습니다.","A specialized furniture street in the old city center with various brand stores.","大田の旧市街に形成された家具専門通りで、多様なブランド店が集まっています。","位于大田旧城区的家具专业街，汇聚了各类品牌商店。","10:00–20:00 (연중무휴)","10:00–20:00 (Open year-round)","10:00–20:00 (年中無休)","10:00–20:00 (全年无休)","042-254-0000",""
"5","","한민시장","Hanmin Market","韓民市場","韩民市场","대전","Daejeon","大田広域市","大田广域市","서구","Seo-gu","西区","西区","대전광역시 서구 도산로81번길 43","43, Dosan-ro 81beon-gil, Seo-gu, Daejeon","大田広域市 西区 道山路81番キル 43","大田广域市 西区 道山路81路 43","#막창골목, #전통시장, #야시장, #로컬맛집, #서구대표","#Makchang, #Traditional, #NightMarket, #LocalFood","#マクチャン通り, #伝統市場, #夜市, #ローカルグルメ","#烤牛皱胃, #传统市场, #夜市, #当地美食","막창 골목으로 전국적인 인지도가 있으며, 깔끔하게 정비된 현대식 전통시장입니다.","Nationally famous for its Makchang alley, it's a modern traditional market.","マクチャン（ホルモン）通りで全国的に有名で、整備された現代的な伝統市場です。","以烤牛皱胃街闻名全国，是环境整洁的现代化传统市场。","09:00–23:00 (먹거리 골목 상이)","09:00–23:00 (Food alley varies)","09:00–23:00 (屋台通りは異なる)","09:00–23:00 (美食街各异)","042-522-9110",""
"1","","세종전통시장","Sejong Traditional Market","世宗伝統市場","世宗传统市场","세종","Sejong","世宗特別自治市","世宗特别自治市","조치원읍","Jochiwon-eup","ジョチウォン邑","鸟致院邑","세종 조치원읍 조치원8길 42","42, Jochiwon 8-gil, Sejong","世宗 ジョチウォン邑 ジョチウォン8キル 42","世宗 鸟致院邑 鸟致院8路 42","#조치원시장, #파닭, #오일장, #로컬푸드, #세종여행","#Jochiwon, #GreenonionChicken, #5dayMarket","#ジョチウォン, #パダッ, #五日市, #ローカルフード","#鸟致院市场, #葱鸡, #五日集, #当地食品","세종시에서 가장 크고 오래된 시장으로 '조치원 파닭'의 본고장이며 4, 9일 오일장이 열립니다.","The largest and oldest market in Sejong, the birthplace of 'Padak' (scallion chicken).","世宗市で最大かつ最古の市場で、「パダッ」の本場。4、9日に五日市が開かれます。","世宗市最大、最古老的市场，是“葱鸡”的发源地，逢4、9号举办五日集。","08:00–20:00 (점포별 상이)","08:00–20:00 (Varies by shop)","08:00–20:00 (店舗により異なる)","08:00–20:00 (各店不同)","044-863-4262",""
"2","","세종중앙타운","Sejong Jungang Town","世宗中央タウン","世宗中央城","세종","Sejong","世宗特別自治市","世宗特别自治市","어진동","Eojin-dong","オジンドン","鱼真洞","세종 어진동 가름로 232","232, Gareum-ro, Sejong","世宗 オジンドン ガルム路 232","世宗 鱼真洞 가름路 232","#정부청사상권, #오피스타운, #먹거리, #비즈니스몰","#GovernmentComplex, #OfficeTown, #BusinessMall","#政府庁舎商圏, #オフィス街, #グルメ, #ビジネス","#政府厅舍商圈, #写字楼区, #美食, #商务中心","정부세종청사 인근 핵심 상업시설로 공무원 및 직장인들을 위한 대규모 식당가와 편의시설이 집적되어 있습니다.","A core commercial facility near the government complex with a large food court for workers.","政府世宗庁舎近くの核心商業施設で、公務員や会社員向けの飲食店が集積しています。","政府世宗厅舍附近的核心商业设施，聚集了服务于公务员和工薪族的大型饮食街。","09:00–22:00 (매장별 상이)","09:00–22:00 (Varies by shop)","09:00–22:00 (店舗により異なる)","09:00–22:00 (各店不同)","044-868-0000",""
"3","","세종대평시장","Sejong Daepyeong Market","世宗大坪市場","世宗大坪市场","세종","Sejong","世宗特別自治市","世宗特别自治市","대평동","Daepyeong-dong","デピョンドン","大坪洞","세종 대평시장2길 12","12, Daepyeongsijang 2-gil, Sejong","世宗 大坪市場2キル 12","世宗 大坪市场2路 12","#금남면시장, #로컬장터, #정통시장, #세종남부","#Geumnam, #LocalMarket, #SouthSejong","#クムナム面, #ローカル市場, #伝統市場","#锦南面, #当地集市, #传统市场, #世宗南部","세종시 남부권의 정겨운 시골 시장 분위기를 간직한 곳으로 신선한 농산물 거래가 활발합니다.","A local market in southern Sejong that retains a cozy, rural market atmosphere.","世宗市南部圏にある、のどかな田舎市場の雰囲気を残す場所で、農産物取引が活발합니다.","保留着世宗市南部地区温馨乡村市场氛围的地方，新鲜农产品交易活跃。","08:00–19:00 (2, 7일 오일장)","08:00–19:00 (5-day market on 2nd/7th)","08:00–19:00 (2, 7日に五日市)","08:00–19:00 (2, 7号五日集)","044-862-0003",""
"4","","나성동먹자골목","Naseong-dong Food Alley","ナソンドン屋台通り","罗城洞美食街","세종","Sejong","世宗特別自治市","世宗特别自治市","나성동","Naseong-dong","ナソンドン","罗城洞","세종 나성로 125-1","125-1, Naseong-ro, Sejong","世宗 ナソン路 125-1","世宗 罗城路 125-1","#세종핫플, #밤문화, #도시상권, #중심상업지구","#HotPlace, #Nightlife, #UrbanCommercialDistrict","#世宗ホットプレ, #夜遊び, #中心商業地区","#世宗打卡地, #夜生活, #城市商圈, #中心商业区","세종시 최대의 유흥 및 외식 상권으로 현대적인 인프라와 다양한 프랜차이즈가 모여 있습니다.","The largest nightlife and dining district in Sejong with modern infrastructure.","世宗市最大の歓楽・外食商圏で、現代的なインフラと多様なチェーン店が集まっています。","世宗市最大的娱乐和餐饮商圈，聚集了现代化设施和各类连锁店。","11:00–02:00 (익일)","11:00–02:00 (Next day)","11:00–02:00 (翌日)","11:00–02:00 (次日)","044-860-0000",""
"1","","서문시장","Seomun Market","西門市場","西门市场","대구","Daegu","大邱広域市","大邱广域市","중구","Jung-gu","中区","中区","대구광역시 중구 큰장로26길 45","45, Keunjang-ro 26-gil, Jung-gu, Daegu","大邱広域市 中区 クンジャン路26キル 45","大邱广域市 中区 큰장路26路 45","#전국3대시장, #야시장, #섬유, #먹거리, #대구여행","#Top3Market, #NightMarket, #Textile, #Food, #Travel","#全国3大市場, #夜市, #繊維, #グルメ, #大邱旅行","#全国三大市场, #夜市, #纤维, #美食, #大邱旅游","조선시대부터 이어온 전국 3대 시장 중 하나로, 섬유 관련 품목과 야시장이 매우 유명합니다.","One of Korea's top 3 traditional markets since the Joseon Dynasty, famous for textiles and night market.","朝鮮時代から続く全国3大市場の一つで、繊維関連品目と夜市が非常に有名です。","自朝鲜时代延续至今的韩国三大市场之一，纤维相关商品和夜市非常有名。","09:00–19:00 (야시장 19:00–23:30)","09:00–19:00 (Night Market 19:00–23:30)","09:00–19:00 (夜市 19:00–23:30)","09:00–19:00 (夜市 19:00–23:30)","053-256-6341",""
"2","","칠성시장","Chilseong Market","七星市場","七星市场","대구","Daegu","大邱広域市","大邱广域市","북구","Buk-gu","北区","北区","대구광역시 북구 칠성시장로 28","28, Chilseongsijang-ro, Buk-gu, Daegu","大邱広域市 北区 七星市場路 28","大邱广域市 北区 七星市场路 28","#종합시장, #중고가전, #주방용품, #포장마차, #대구북구","#GeneralMarket, #Kitchenware, #StreetFood, #Retail","#総合市場, #中古家電, #厨房用品, #屋台, #大邱北区","#综合市场, #二手家电, #厨房用品, #大排档, #大邱北区","서문시장과 함께 대구를 대표하는 시장으로 중고 가전, 주방기구, 신선한 수산물 거래가 활발합니다.","A representative Daegu market famous for used appliances, kitchenware, and seafood.","西門市場と並び大邱を代表する市場で、中古家電や厨房器具、新鮮な水産物が活発です。","与西门市场齐名的中心市场，二手家电、厨房器具及新鲜水产交易活跃。","09:00–18:00 (매달 첫째, 셋째 일요일 휴무)","09:00–18:00 (Closed 1st/3rd Sun)","09:00–18:00 (第1・3日曜休)","09:00–18:00 (每月第一、三个周日休息)","053-423-3480",""
"3","","대구약령시","Daegu Yangnyeongsi Market","大邱薬令市","大邱药令市","대구","Daegu","大邱広域市","大邱广域市","중구","Jung-gu","中区","中区","대구광역시 중구 남성로 51-1","51-1, Namseong-ro, Jung-gu, Daegu","大邱広域市 中区 南城路 51-1","大邱广域市 中区 南城路 51-1","#한약재시장, #약전골목, #전통의학, #건강식품","#OrientalMedicine, #Herbs, #Traditional, #HealthFood","#韓薬材市場, #薬田通り, #伝統医学, #健康食品","#韩药材市场, #药典街, #传统医学, #健康食品","360년 역사의 한국 최대 한약재 전문 시장으로 매년 한방문화축제가 열리는 역사적 장소입니다.","Korea's largest oriental herbal medicine market with 360 years of history.","360年の歴史を誇る韓国最大の韓薬材専門市場で、毎年韓方文化祭りが開催されます。","拥有360年历史的韩国最大韩药材专业市场，每年举办韩方文化节。","09:00–18:00 (일요일 휴무 상점 다수)","09:00–18:00 (Many shops closed Sun)","09:00–18:00 (日曜休の店が多い)","09:00–18:00 (多数商店周日休息)","053-253-4729",""
"4","","엠월드(대구중고차)","M-World Used Car Complex","Mワールド(中古車)","M-World (二手车)","대구","Daegu","大邱広域市","大邱广域市","서구","Seo-gu","西区","西区","대구광역시 서구 문화로 37","37, Munhwa-ro, Seo-gu, Daegu","大邱広域市 西区 文化路 37","大邱广域市 西区 文化路 37","#중고차단지, #대구자동차매매, #실내매장, #서구대표","#UsedCar, #AutoHub, #IndoorComplex, #Sales","#中古車団地, #大邱自動車売買, #屋内店舗, #西区","#二手车基地, #大邱汽车买卖, #室内卖场, #西区","영남권 최대 규모의 실내 중고차 매매 단지로 모든 차량을 실내에서 쾌적하게 쇼핑할 수 있습니다.","The largest indoor used car complex in the Yeongnam region.","嶺南圏最大規模の屋内型中古車売買団地で、全ての車両を屋内で見学可能です。","岭南地区最大规模的室内二手车交易基地，可在室内舒适选购所有车辆。","09:00–20:00 (연중무휴)","09:00–20:00 (Open year-round)","09:00–20:00 (年中無休)","09:00–20:00 (全年无休)","053-556-9100",""
"5","","관문시장","Gwanmun Market","関門市場","关门市场","대구","Daegu","大邱広域市","大邱广域市","남구","Nam-gu","南区","南区","대구광역시 남구 대명로 291","291, Daemyung-ro, Nam-gu, Daegu","大邱広域市 南区 大明路 291","大邱广域市 南区 大明路 291","#서부정류장, #먹거리몰, #로컬장터, #남구대표","#SeobuTerminal, #Food, #LocalMarket, #Namgu","#西部停留所, #グルメモール, #ローカル市場, #南区","#西部客运站, #美食街, #当地市场, #南区","서부정류장 인근에 위치해 교통이 편리하며, 대구 남부권 주민들의 생활 중심 시장입니다.","Conveniently located near the Seobu Bus Terminal, a life-hub for southern Daegu.","西部停留所の近くに位置し、大邱南部圏の住民の生活を支える中心市場です。","位于西部客运站附近，交通便利，是大邱南部地区居民的生活中心。","09:00–21:00 (점포별 상이)","09:00–21:00 (Varies by shop)","09:00–21:00 (店舗により異なる)","09:00–21:00 (各店不同)","053-652-3006",""
