"운영팀> 2번 모니터> 앱 콘텐츠 내용","","","","","","","","","","","","","","","","","","","","","","","","",""
"Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Russian","Indonesian","설명, 비고","구분(위치)","","","","","","","","","","","","","",""
"","Here_HistoryContent_2_epoch","탐라국","Tamna Kingdom","耽羅国","耽罗国","Vương quốc Tamna","อาณาจักรทัมนา","Королевство Тхамна","Kerajaan Tamna","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_2_summary","탐라국 성립","Establishment of Tamna Kingdom","耽羅国の成立","耽罗国建立","Sự thành lập Vương quốc Tamna","การก่อตั้งอาณาจักรทัมนา","Основание королевства Тхамна","Pendirian Kerajaan Tamna","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_2","제주 사람들은 삼성혈에서 솟아난 세 신인이 나라를 열었다고 전해 왔습니다. 그 나라가 탐라입니다. 탐라는 삼국시대에 백제·신라와 독자적으로 외교를 맺은 해양 왕국이었고, 바다를 통해 한반도와 중국·일본을 오갔습니다. 섬이라는 조건은 고립이 아니라 뱃길이었습니다.","Islanders have long told of three demigods who rose from the ground at Samseonghyeol and founded a kingdom. That kingdom was Tamna. In the Three Kingdoms period Tamna was a seafaring state that conducted its own diplomacy with Baekje and Silla and crossed the water to the Korean peninsula, China and Japan. Being an island meant sea routes, not isolation.","島の人々は、三姓穴から現れた三人の神人が国を開いたと語り継いできました。その国が耽羅です。耽羅は三国時代に百済・新羅と独自に外交を結んだ海洋王国で、海を渡って朝鮮半島・中国・日本と行き来しました。島であることは孤立ではなく、航路を意味していました。","岛上世代相传：三位神人从三姓穴涌出并开创了一个国家，那便是耽罗。三国时代的耽罗是与百济、新罗独立开展外交的海洋王国，通过海路往来于朝鲜半岛、中国和日本。岛屿的处境并非孤立，而是航路。","Người dân đảo từ lâu vẫn kể rằng ba vị thần hiện lên từ Samseonghyeol và lập nên một vương quốc. Vương quốc ấy là Tamna. Thời Tam Quốc, Tamna là một nhà nước biển tự thiết lập bang giao với Baekje và Silla, vượt biển qua lại với bán đảo Triều Tiên, Trung Quốc và Nhật Bản. Là một hòn đảo không có nghĩa là bị cô lập, mà là nằm trên các tuyến hải hành.","ชาวเกาะเล่าสืบต่อกันมาว่าเทพสามองค์ผุดขึ้นจากซัมซองฮยอลและตั้งอาณาจักรขึ้น นั่นคืออาณาจักรทัมนา ในยุคสามอาณาจักร ทัมนาเป็นรัฐทางทะเลที่ดำเนินการทูตกับแพ็กเจและชิลลาด้วยตนเอง และข้ามทะเลไปมากับคาบสมุทรเกาหลี จีน และญี่ปุ่น การเป็นเกาะจึงไม่ได้หมายถึงความโดดเดี่ยว แต่หมายถึงเส้นทางเดินเรือ","Островитяне издавна рассказывают о трёх божественных предках, вышедших из земли в Самсонхёле и основавших царство. Это царство называлось Тамна. В эпоху Трёх государств Тамна была морской державой: она самостоятельно вела отношения с Пэкче и Силла и ходила морем к Корейскому полуострову, в Китай и Японию. Быть островом означало здесь не изоляцию, а морские пути.","Penduduk pulau sejak lama menuturkan kisah tiga dewa yang muncul dari tanah di Samseonghyeol dan mendirikan sebuah kerajaan. Kerajaan itu bernama Tamna. Pada masa Tiga Kerajaan, Tamna adalah negeri bahari yang menjalin diplomasi sendiri dengan Baekje dan Silla serta menyeberangi laut ke Semenanjung Korea, Tiongkok, dan Jepang. Menjadi pulau di sini bukan berarti terkucil, melainkan berada di jalur pelayaran.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_3_epoch","고려시대","Goryeo Dynasty","高麗時代","高丽时代","Thời kỳ Goryeo","ยุคโครยอ","Эпоха Корё","Dinasti Goryeo","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_3_summary","고려 편입","Incorporation into Goryeo","高麗への編入","编入高丽","Sáp nhập vào Goryeo","การรวมเข้ากับโครยอ","Включение в состав Корё","Penggabungan ke Goryeo","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_3","1105년 탐라는 고려의 행정구역인 탐라군이 되었고, 13세기 초부터 '제주'라는 이름이 쓰이기 시작했습니다. 1271년에는 삼별초가 항파두리에 성을 쌓고 여몽 연합군에 맞섰습니다. 1273년 그 항쟁이 끝난 뒤 원은 제주를 직할지로 삼아 목마장을 두었고, 이때 들어온 말은 섬의 풍경과 생활을 함께 바꾸었습니다. 오늘날 제주 말 문화의 뿌리입니다.","In 1105 Tamna became Tamna-gun, a district of Goryeo, and from the early 13th century the island was called Jeju. In 1271 the Sambyeolcho corps built a fortress at Hangpaduri and held out against the combined Goryeo-Mongol army. After that resistance ended in 1273 the Mongol Yuan took the island under direct rule and turned it into a horse pasture; the horses brought then changed both the landscape and daily life. They are the root of Jeju's horse culture today.","1105年、耽羅は高麗の行政区域である耽羅郡となり、13世紀初めから「済州」という名が使われ始めました。1271年には三別抄が缸坡頭里に城を築き、麗蒙連合軍に抗いました。1273年にその抗争が終わると、元は済州を直轄地として牧馬場を置きます。このとき入ってきた馬は島の風景と暮らしを変えました。今日の済州の馬文化はここに根があります。","1105年，耽罗成为高丽的行政区域耽罗郡，13世纪初开始使用济州这一名称。1271年，三别抄在缸坡头里筑城，抵抗高丽与蒙古联军。1273年抗争结束后，元朝将济州收为直辖地并设立牧马场，此时进入岛上的马匹改变了这里的风景与生活，也成为今日济州马文化的源头。","Năm 1105, Tamna trở thành huyện Tamna của triều Goryeo, và từ đầu thế kỷ 13 hòn đảo được gọi là Jeju. Năm 1271, đội quân Sambyeolcho đắp thành ở Hangpaduri và chống lại liên quân Goryeo - Mông Cổ. Sau khi cuộc kháng chiến kết thúc năm 1273, nhà Nguyên đặt đảo dưới quyền cai trị trực tiếp và biến nơi đây thành đồng cỏ nuôi ngựa; những con ngựa đưa tới khi ấy đã thay đổi cả cảnh quan lẫn đời sống trên đảo, và là cội nguồn của văn hóa ngựa Jeju ngày nay.","ปี 1105 ทัมนากลายเป็นเขตปกครองทัมนาของราชวงศ์โครยอ และตั้งแต่ต้นศตวรรษที่ 13 เกาะนี้ถูกเรียกว่าเชจู ปี 1271 กองกำลังซัมบยอลโชสร้างป้อมที่ฮังพาดูรีและต้านทานกองทัพผสมโครยอ-มองโกล เมื่อการต่อสู้สิ้นสุดลงในปี 1273 ราชวงศ์หยวนปกครองเกาะโดยตรงและตั้งเป็นทุ่งเลี้ยงม้า ม้าที่เข้ามาในครั้งนั้นได้เปลี่ยนทั้งภูมิทัศน์และวิถีชีวิตของเกาะ และเป็นรากของวัฒนธรรมม้าเชจูในปัจจุบัน","В 1105 году Тамна стала уездом в составе государства Корё, а с начала XIII века остров называют Чеджу. В 1271 году отряд Самбёльчхо построил крепость Ханпхадури и держал оборону против объединённого корёско-монгольского войска. После окончания сопротивления в 1273 году монгольская династия Юань взяла остров под прямое управление и устроила здесь конские пастбища; привезённые тогда лошади изменили и облик острова, и повседневную жизнь. Отсюда берёт начало конная культура Чеджу.","Pada 1105 Tamna menjadi Kabupaten Tamna di bawah Dinasti Goryeo, dan sejak awal abad ke-13 pulau ini disebut Jeju. Pada 1271 pasukan Sambyeolcho membangun benteng di Hangpaduri dan bertahan melawan pasukan gabungan Goryeo-Mongol. Setelah perlawanan itu berakhir pada 1273, Dinasti Yuan menguasai pulau secara langsung dan menjadikannya padang penggembalaan kuda; kuda-kuda yang didatangkan saat itu mengubah lanskap sekaligus kehidupan sehari-hari, dan menjadi akar budaya kuda Jeju hingga kini.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_4_epoch","조선시대","Joseon Dynasty","朝鮮時代","朝鲜时代","Thời kỳ Joseon","ยุคโชซอน","Эпоха Чосон","Dinasti Joseon","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_4_summary","제주목 설치","Establishment of Jeju-mok","済州牧の設置","设立济州牧","Thành lập Jeju-mok","การก่อตั้งเชจูมก","Создание Чеджу-мок","Pendirian Jeju-mok","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_4","조선은 제주에 목사를 보내 다스렸고, 1448년에 세운 관덕정은 지금도 제주 도심에 남아 있습니다. 제주는 유배의 섬이기도 했습니다. 500년 동안 200여 명이 이 섬으로 유배를 왔고, 추사 김정희는 1840년부터 여덟 해를 대정에서 보내며 추사체를 완성하고 세한도를 남겼습니다. 1629년부터 1825년까지 약 200년 동안은 섬을 떠나는 것 자체가 금지되었습니다. 그 시절 상인 김만덕은 1795년 큰 흉년에 사재를 털어 굶주린 이웃을 구했고, 그 공으로 임금의 허락을 받아 바다를 건너 금강산을 보고 돌아왔습니다. 1653년에는 네덜란드 상선 스페르베르호가 난파해 하멜 일행이 표착했으며, 그들이 남긴 기록은 서양에 조선을 처음 알렸습니다.","Joseon governed Jeju through a magistrate, and Gwandeokjeong, built in 1448, still stands in the city centre. Jeju was also an island of exile: about 200 people were banished here over five centuries. The scholar and calligrapher Kim Jeong-hui spent eight years in Daejeong from 1840, perfecting his Chusa script and painting Sehando. From 1629 to 1825, for roughly two hundred years, islanders were forbidden to leave at all. In that era the merchant Kim Man-deok spent her own fortune to feed her starving neighbours during the famine of 1795; in return the king granted her wish to cross the sea and see Mount Geumgangsan. In 1653 the Dutch ship Sperwer was wrecked here and Hendrick Hamel and his crew came ashore — their account was the first report of Korea to reach Europe.","朝鮮は牧使を派遣して済州を治め、1448年に建てられた観徳亭は今も市の中心に残っています。済州は流刑の島でもありました。500年の間におよそ200人がこの島に流され、書家・金正喜は1840年から八年を大静で過ごし、秋史体を完成させて「歳寒図」を残しました。1629年から1825年までの約200年間は、島を離れること自体が禁じられていました。その時代、商人の金萬德（キム・マンドク）は1795年の大凶作に私財を投じて飢えた人々を救い、その功により王の許しを得て海を渡り、金剛山を見て帰りました。1653年にはオランダ商船スペルウェル号が難破してハメル一行が漂着し、その記録は西洋に朝鮮を初めて伝えました。","朝鲜派遣牧使治理济州，1448年建成的观德亭至今仍矗立在市中心。济州也是流放之岛，五百年间约有200人被流放至此。书法家金正喜自1840年起在大静度过八年，完成秋史体并留下《岁寒图》。从1629年到1825年的约两百年间，岛民甚至被禁止离岛。正是在那个时代，商人金万德在1795年大饥荒中倾尽家财救济饥民，因此获得国王恩准，得以渡海远游金刚山后返回。1653年，荷兰商船斯佩尔威尔号遇难，哈梅尔一行漂流上岸，他们留下的记录首次向西方介绍了朝鲜。","Triều Joseon cai quản Jeju qua một quan mục sứ, và Gwandeokjeong dựng năm 1448 đến nay vẫn còn giữa trung tâm thành phố. Jeju cũng là hòn đảo lưu đày: trong năm thế kỷ có khoảng 200 người bị đày đến đây. Nhà thư pháp Kim Jeong-hui sống tám năm ở Daejeong từ năm 1840, hoàn thiện lối chữ Chusa và vẽ bức Sehando. Từ năm 1629 đến 1825, suốt khoảng hai trăm năm, người dân bị cấm rời đảo. Chính trong thời kỳ đó, nữ thương nhân Kim Man-deok đã dốc hết gia sản cứu đói dân làng trong nạn đói năm 1795; nhờ công ấy, nhà vua cho phép bà vượt biển đi thăm núi Geumgangsan rồi trở về. Năm 1653, thương thuyền Hà Lan Sperwer đắm tại đây và nhóm của Hendrick Hamel dạt vào bờ; ghi chép của họ là những trang đầu tiên giới thiệu Triều Tiên với phương Tây.","ราชวงศ์โชซอนส่งข้าหลวงมาปกครองเชจู และศาลากวันด็อกจ็องที่สร้างในปี 1448 ยังคงตั้งอยู่ใจกลางเมืองจนถึงทุกวันนี้ เชจูยังเป็นเกาะแห่งการเนรเทศ ตลอดห้าศตวรรษมีผู้ถูกเนรเทศมาที่นี่ราว 200 คน นักอักษรวิจิตรคิมจองฮีใช้ชีวิตแปดปีที่แทจองตั้งแต่ปี 1840 จนสร้างลายมือชูซาสำเร็จและวาดภาพเซฮันโด ระหว่างปี 1629 ถึง 1825 ราวสองร้อยปี ชาวเกาะถูกห้ามออกจากเกาะ ในยุคนั้นเอง พ่อค้าหญิงคิมมันด็อกได้สละทรัพย์สินทั้งหมดช่วยเหลือผู้อดอยากในภาวะข้าวยากหมากแพงปี 1795 ด้วยคุณงามความดีนี้ พระราชาจึงอนุญาตให้เธอข้ามทะเลไปชมภูเขากึมกังซานแล้วกลับมา ปี 1653 เรือสินค้าดัตช์สแปร์เวอร์อับปางที่นี่ ฮาเมลและลูกเรือขึ้นฝั่ง และบันทึกของพวกเขาคือรายงานแรกที่ทำให้ตะวันตกรู้จักโชซอน","В эпоху Чосон островом управлял наместник, а павильон Квандокчон, построенный в 1448 году, и сегодня стоит в центре города. Чеджу был также островом ссылки: за пять столетий сюда сослали около двухсот человек. Учёный и каллиграф Ким Чжон Хи провёл в Тэджоне восемь лет начиная с 1840 года, довёл до совершенства почерк чуса и написал картину «Сехандо». С 1629 по 1825 год, почти двести лет, жителям было запрещено покидать остров. В те же годы купчиха Ким Ман Док во время голода 1795 года потратила своё состояние, чтобы накормить земляков; в благодарность король исполнил её желание — переплыть море и увидеть горы Кымгансан. В 1653 году у берегов острова потерпело крушение голландское судно «Спервер», и на берег вышли Хендрик Хамель и его спутники: их записки стали первым рассказом о Корее, дошедшим до Европы.","Dinasti Joseon memerintah Jeju melalui seorang bupati, dan paviliun Gwandeokjeong yang dibangun pada 1448 masih berdiri di pusat kota. Jeju juga menjadi pulau pengasingan: sekitar 200 orang dibuang ke sini selama lima abad. Cendekiawan dan ahli kaligrafi Kim Jeong-hui menghabiskan delapan tahun di Daejeong sejak 1840, menyempurnakan gaya tulis Chusa dan melukis Sehando. Dari 1629 hingga 1825, hampir dua ratus tahun, penduduk dilarang meninggalkan pulau. Pada masa itu pula saudagar perempuan Kim Man-deok merelakan seluruh hartanya untuk memberi makan tetangganya saat kelaparan besar tahun 1795; sebagai balasan, raja mengabulkan permintaannya menyeberangi laut untuk melihat Gunung Geumgangsan. Pada 1653 kapal dagang Belanda Sperwer karam di sini dan rombongan Hendrick Hamel terdampar; catatan mereka menjadi laporan pertama tentang Korea yang sampai ke Eropa.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_5_epoch","근현대","Modern and Contemporary","近現代","近现代","Cận hiện đại","ยุคสมัยใหม่และร่วมสมัย","Современность","Modern dan Kontemporer","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_5_summary","제주 4·3과 현대화","Jeju 4·3 Incident and Modernization","済州4・3事件と現代化","济州4·3事件与现代化","Sự kiện Jeju 4.3 và hiện đại hóa","เหตุการณ์ 4·3 เชจูและการปรับปรุงให้ทันสมัย","Инцидент 4.3 на Чеджу и модернизация","Insiden 4.3 Jeju dan Modernisasi","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_5","일제강점기에는 모슬포 알뜨르에 비행장과 지하벙커, 해안 동굴진지가 만들어졌고 그 흔적은 지금도 남아 있습니다. 1946년 제주는 전라남도에서 분리되어 도가 되었고, 2006년에는 제주특별자치도로 출범했습니다. 제주의 자연은 2002년 생물권보전지역, 2007년 세계자연유산, 2010년 세계지질공원으로 이어 인정받았고, 2016년에는 해녀 문화가 유네스코 인류무형문화유산이 되었습니다.","Under Japanese colonial rule an airfield, underground bunkers and coastal tunnel positions were built at Alddreu in Moseulpo, and their traces remain. In 1946 Jeju was separated from South Jeolla Province to become a province of its own, and in 2006 it became Jeju Special Self-Governing Province. Its nature has been recognised three times by UNESCO — Biosphere Reserve in 2002, World Natural Heritage in 2007, Global Geopark in 2010 — and in 2016 the culture of the haenyeo divers was inscribed as Intangible Cultural Heritage of Humanity.","日本統治期には、摹瑟浦のアルトゥルに飛行場と地下壕、海岸の洞窟陣地がつくられ、その痕跡は今も残っています。1946年、済州は全羅南道から分かれて道となり、2006年に済州特別自治道として発足しました。済州の自然は2002年に生物圏保存地域、2007年に世界自然遺産、2010年に世界ジオパークと続けて認められ、2016年には海女文化がユネスコ無形文化遺産に登録されました。","日据时期，在摹瑟浦的阿尔特鲁修建了机场、地下掩体和海岸洞窟阵地，这些遗迹至今犹存。1946年济州从全罗南道分离设道，2006年成立济州特别自治道。济州的自然先后获得联合国教科文组织认可：2002年生物圈保护区、2007年世界自然遗产、2010年世界地质公园；2016年海女文化被列入人类非物质文化遗产。","Thời thuộc địa Nhật, một sân bay, các hầm ngầm và trận địa hang động ven biển được xây tại Alddreu ở Moseulpo, dấu tích vẫn còn đến nay. Năm 1946 Jeju tách khỏi tỉnh Jeolla Nam để thành một tỉnh riêng, và năm 2006 trở thành Tỉnh tự trị đặc biệt Jeju. Thiên nhiên nơi đây được UNESCO công nhận ba lần: Khu dự trữ sinh quyển năm 2002, Di sản thiên nhiên thế giới năm 2007 và Công viên địa chất toàn cầu năm 2010; năm 2016 văn hóa hải nữ haenyeo được ghi danh là Di sản văn hóa phi vật thể của nhân loại.","ในยุคอาณานิคมญี่ปุ่น มีการสร้างสนามบิน บังเกอร์ใต้ดิน และฐานถ้ำริมทะเลที่อัลดือรือในโมซึลโพ ร่องรอยเหล่านั้นยังคงอยู่จนถึงวันนี้ ปี 1946 เชจูแยกจากจังหวัดชอลลาใต้ขึ้นเป็นจังหวัดของตนเอง และปี 2006 กลายเป็นจังหวัดปกครองตนเองพิเศษเชจู ธรรมชาติของเชจูได้รับการรับรองจากยูเนสโกถึงสามครั้ง ได้แก่ พื้นที่สงวนชีวมณฑลปี 2002 มรดกโลกทางธรรมชาติปี 2007 และอุทยานธรณีโลกปี 2010 และในปี 2016 วัฒนธรรมแฮนยอได้ขึ้นทะเบียนเป็นมรดกภูมิปัญญาทางวัฒนธรรมของมนุษยชาติ","В годы японского колониального правления в Альдыре близ Мосыльпхо построили аэродром, подземные бункеры и береговые пещерные укрепления — их следы сохранились до сих пор. В 1946 году Чеджу отделили от провинции Чолла-Намдо в самостоятельную провинцию, а в 2006 году он стал Особой самоуправляемой провинцией Чеджу. Природа острова трижды получила признание ЮНЕСКО: биосферный заповедник в 2002 году, объект Всемирного природного наследия в 2007-м и глобальный геопарк в 2010-м. В 2016 году культура ныряльщиц хэнё вошла в список нематериального наследия человечества.","Pada masa penjajahan Jepang dibangun lapangan terbang, bunker bawah tanah, dan posisi gua pantai di Alddreu, Moseulpo, dan jejaknya masih ada sampai sekarang. Pada 1946 Jeju dipisahkan dari Provinsi Jeolla Selatan menjadi provinsi tersendiri, dan pada 2006 menjadi Provinsi Otonomi Khusus Jeju. Alam Jeju diakui UNESCO tiga kali: Cagar Biosfer pada 2002, Warisan Alam Dunia pada 2007, dan Taman Bumi Global pada 2010; pada 2016 budaya penyelam haenyeo ditetapkan sebagai Warisan Budaya Takbenda Kemanusiaan.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_6_epoch","현재","Present","現在","现在","Hiện tại","ปัจจุบัน","Настоящее время","Saat ini","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_6_summary","관광·문화도시 발전","Development as a Tourism and Cultural City","観光・文化都市の発展","发展为旅游文化城市","Phát triển thành thành phố văn hóa và du lịch","การพัฒนาเป็นเมืองท่องเที่ยวและวัฒนธรรม","Развитие как туристического и культурного города","Perkembangan sebagai Kota Pariwisata dan Budaya","","","","","","","","","","","","","","","",""
"","Here_Culture","문화","Culture","文化","文化","Văn hóa","วัฒนธรรม","Культура","Budaya","","","","","","","","","","","","","","","",""
"","Here_Jeju_1_Culture","제주도 문화","Jeju Island Culture","済州道の文化","济州岛文化","Văn hóa đảo Jeju","วัฒนธรรมเกาะเชจู","Культура острова Чеджу","Budaya Pulau Jeju","","","","","","","","","","","","","","","",""
"","Here_Jeju_1_CultureContent","제주도는 독특한 자연환경과 함께 제주만의 생활 방식과 전통문화를 간직하고 있습니다. 해녀문화, 
돌하르방, 제주어, 민속신앙 등 섬의 환경과 역사가 어우러진 고유한 문화를 만나볼 수 있습니다.","Along with its unique natural environment, Jeju Island preserves its own way of life and traditional culture. You can experience a unique culture where the island's environment and history blend, such as Haenyeo (female diver) culture, Dolhareubang (stone statues), the Jeju language, and folk beliefs.","済州道は独特な自然環境とともに、済州ならではの生活様式と伝統文化を保っています。海女文化、トルハルバン、済州語、民間信仰など、島の環境と歴史が調和した固有の文化に出会うことができます。","济州岛不仅拥有独特的自然环境，还保留着济州独特的的生活方式和传统文化。在这里，您可以体验海女文化、石头爷爷（Dolhareubang）、济州方言、民间信仰等岛屿环境与历史交融的独特文化。","Cùng với môi trường tự nhiên độc đáo, đảo Jeju vẫn lưu giữ lối sống và văn hóa truyền thống riêng biệt. Bạn có thể trải nghiệm nền văn hóa độc đáo nơi môi trường và lịch sử của hòn đảo hòa quyện vào nhau, chẳng hạn như văn hóa Haenyeo (nữ thợ lặn), Dolhareubang (tượng đá), ngôn ngữ Jeju và tín ngưỡng dân gian.","นอกจากสภาพแวดล้อมทางธรรมชาติที่เป็นเอกลักษณ์แล้ว เกาะเชจูยังคงรักษาวิถีชีวิตและวัฒนธรรมดั้งเดิมของตนเองไว้ คุณสามารถสัมผัสวัฒนธรรมที่เป็นเอกลักษณ์ซึ่งสภาพแวดล้อมและประวัติศาสตร์ของเกาะผสมผสานกัน เช่น วัฒนธรรมแฮนยอ (นักดำน้ำหญิง) ทลฮารึบัง (รูปปั้นหิน) ภาษาเชจู และความเชื่อพื้นบ้าน","Наряду с уникальной природной средой, остров Чеджу сохраняет свой собственный образ жизни и традиционную культуру. Вы можете познакомиться с уникальной культурой, в которой слились воедино природа и история острова, например, с культурой хэнё (женщин-ныряльщиц), тольхарыбанами (каменными статуями), языком Чеджу и народными верованиями.","Bersama dengan lingkungan alaminya yang unik, Pulau Jeju melestarikan gaya hidup dan budaya tradisionalnya sendiri. Anda dapat mengalami budaya unik di mana lingkungan dan sejarah pulau berpadu, seperti budaya Haenyeo (penyelam wanita), Dolhareubang (patung batu), bahasa Jeju, dan kepercayaan rakyat.","","","","","","","","","","","","","","","",""
"","Here_Jeju_2_Culture","제주의 문화","Jeju's Culture","済州の文化","济州文化","Văn hóa Jeju","วัฒนธรรมของเชจู","Культура Чеджу","Budaya Jeju","","","","","","","","","","","","","","","",""
"","Here_Jeju_2_CultureContent","제주도는 삼국시대부터 탐라국이라는 독립적인 정치체가 존재했으며, 이후 고려와 조선의 통치를 받았습니다. 조선시대에는 유배지로도 활용되었으며, 오늘날에는 독특한 자연환경과 문화유산을 간직한 대표적인 관광지로 자리 잡았습니다.","Jeju Island existed as an independent political entity called the Tamna Kingdom from the Three Kingdoms period, and was later ruled by the Goryeo and Joseon dynasties. During the Joseon Dynasty, it was also used as a place of exile, and today it has become a premier tourist destination, preserving its unique natural environment and cultural heritage.","済州島は三国時代から耽羅国という独立した政治体が存在し、その後、高麗と朝鮮の統治を受けました。朝鮮時代には流刑地としても活用され、今日では独特の自然環境と文化遺産を保つ代表的な観光地として定着しています。","济州岛自三国时代起便存在着名为“耽罗国”的独立政治实体，之后先后受到高丽和朝鲜的统治。在朝鲜时代，这里也曾被用作流放地，而如今，它已成为保留着独特自然环境和文化遗产的代表性旅游胜地。","Đảo Jeju đã tồn tại như một thực thể chính trị độc lập mang tên Vương quốc Tamna từ thời Tam Quốc, và sau đó bị cai trị bởi triều đại Goryeo và Joseon. Trong thời kỳ Joseon, nơi đây cũng được sử dụng làm nơi lưu đày, và ngày nay nó đã trở thành một điểm đến du lịch tiêu biểu, lưu giữ môi trường tự nhiên và di sản văn hóa độc đáo.","เกาะเชจูมีฐานะเป็นหน่วยทางการเมืองอิสระที่เรียกว่าอาณาจักรทัมนามาตั้งแต่ยุคสามก๊ก และต่อมาถูกปกครองโดยราชวงศ์โครยอและโชซอน ในสมัยโชซอน เกาะแห่งนี้ยังถูกใช้เป็นสถานที่เนรเทศ และในปัจจุบันได้กลายเป็นสถานที่ท่องเที่ยวที่เป็นตัวแทนซึ่งรักษาสภาพแวดล้อมทางธรรมชาติและมรดกทางวัฒนธรรมอันเป็นเอกลักษณ์เอาไว้","Остров Чеджу существовал как независимое политическое образование под названием Королевство Тхамна со времен периода Троецарствия, а затем находился под властью династий Корё и Чосон. В эпоху Чосон он также использовался как место ссылки, а сегодня стал ведущим туристическим направлением, сохранившим свою уникальную природную среду и культурное наследие.","Pulau Jeju ada sebagai entitas politik independen bernama Kerajaan Tamna sejak zaman Tiga Kerajaan, dan kemudian diperintah oleh dinasti Goryeo dan Joseon. Selama Dinasti Joseon, tempat ini juga digunakan sebagai tempat pengasingan, dan saat ini telah menjadi tujuan wisata perwakilan yang melestarikan lingkungan alam dan warisan budayanya yang unik.","","","","","","","","","","","","","","","",""
"","Here_CultureContent_1_title","해녀 문화","Haenyeo culture","海女文化","海女文化","Văn hóa Haenyeo","วัฒนธรรมแฮนยอ","Культура Хэнё","Budaya Haenyeo","","","","","","","","","","","","","","","",""
"","Here_CultureContent_1","제주의 대표적인 여성 공동체 문화로, 물질을 통해 바다에서 해산물을 채취하며 가족과 지역을 지켜왔습니다. 강인한 삶과 공동체 정신을 담은 문화로 유네스코 인류무형문화유산에 등재되었습니다.","As a representative women's community culture of Jeju, they have protected their families and the region by harvesting seafood from the sea through diving. It has been inscribed on the UNESCO Intangible Cultural Heritage of Humanity list as a culture embodying a resilient life and community spirit.","済州の代表的な女性コミュニティ文化で、物質を通して海からシーフードを採取し、家族や地域を守ってきました。強靭な生活と共同体​​精神を込めた文化でユネスコ人類無形文化遺産に登録されました。","作为济州岛女性社群文化的代表，她们通过潜水捕捞海产品，守护着家人和家园。这种文化因其展现的坚韧生活和社群精神，已被列入联合国教科文组织人类非物质文化遗产名录。","Là một nét văn hóa cộng đồng tiêu biểu của phụ nữ đảo Jeju, họ đã bảo vệ gia đình và khu vực bằng cách đánh bắt hải sản từ biển thông qua hoạt động lặn biển. Văn hóa này đã được ghi vào danh sách Di sản Văn hóa Phi vật thể của Nhân loại của UNESCO như một nét văn hóa thể hiện cuộc sống kiên cường và tinh thần cộng đồng.","ในฐานะที่เป็นตัวแทนวัฒนธรรมชุมชนสตรีของเกาะเชจู พวกเธอได้ปกป้องครอบครัวและภูมิภาคด้วยการหาอาหารทะเลจากทะเลโดยการดำน้ำ วัฒนธรรมนี้ได้รับการขึ้นทะเบียนเป็นมรดกทางวัฒนธรรมที่จับต้องไม่ได้ของมนุษยชาติโดยองค์การยูเนสโก ในฐานะวัฒนธรรมที่สะท้อนถึงชีวิตที่เข้มแข็งและจิตวิญญาณของชุมชน","Как представительница женской общины Чеджу, они защищают свои семьи и регион, добывая морепродукты нырянием. Эта культура внесена в список нематериального культурного наследия человечества ЮНЕСКО как воплощение стойкости и общинного духа.","Sebagai budaya komunitas perempuan yang mewakili Jeju, mereka telah melindungi keluarga dan wilayah tersebut dengan memanen hasil laut melalui penyelaman. Budaya ini telah terdaftar dalam daftar Warisan Budaya Takbenda Kemanusiaan UNESCO sebagai budaya yang mewujudkan kehidupan yang tangguh dan semangat komunitas.","","","","","","","","","","","","","","","",""
"","Here_CultureContent_2_title","돌 문화","Stone culture","石文化","石头文化","Văn hóa đồ đá","วัฒนธรรมหิน","каменная культура","Budaya batu","","","","","","","","","","","","","","","",""
