"운영팀> 2번 모니터> 앱 콘텐츠 내용","","","","","","","","","","","","","","","","","","","","","","","","",""
"Num","Key","Korean","English","Japanese","Chinese","Vietnamese","Thai","Russian","Indonesian","설명, 비고","구분(위치)","","","","","","","","","","","","","",""
"","Recommended_Course_2_subtitle","미식과 감성을 즐기는","Savoring Food & Vibes","グルメと雰囲気を満喫","畅享美食与氛围","Tận hưởng ẩm thực & không gian chill","ดื่มด่ำรสชาติและบรรยากาศ","Наслаждаясь едой и атмосферой","Menikmati Kuliner & Suasana","","","","","","","","","","","","","","","",""
"","Recommended_Course_2_title","맛집·감성 코스","Gourmet & Vibe Course","グルメ・感性コース","美食·感性路线","Tuyến Ẩm thực & Cảm xúc","เส้นทางอาหารและบรรยากาศ","Маршрут: гастрономия и атмосфера","Rute Kuliner & Suasana","","","","","","","","","","","","","","","",""
"","Recommended_Course_3_subtitle","지역의 매력을 발견하는","Discovering Local Charm","地域の魅力を発見","发现当地魅力","Khám phá nét đẹp bản địa","ค้นพบเสน่ห์ท้องถิ่น","Открывая местный колорит","Menemukan Pesona Lokal","","","","","","","","","","","","","","","",""
"","Recommended_Course_3_title","쇼핑·로컬 체험 코스","Shopping & Local Experience Course","ショッピング・ローカル体験コース","购物·当地体验路线","Tuyến Mua sắm & Trải nghiệm Bản địa","เส้นทางช้อปปิ้งและสัมผัสวิถีท้องถิ่น","Маршрут: шопинг и местный колорит","Rute Belanja & Pengalaman Lokal","","","","","","","","","","","","","","","",""
"","Recommended_Course_4_subtitle","아이와 함께 즐기는","Fun with Kids","子どもと一緒に楽しむ","亲子同乐","Vui chơi cùng trẻ nhỏ","เพลิดเพลินกับเด็กๆ","Семейный отдых с детьми","Menikmati Bersama Anak","","","","","","","","","","","","","","","",""
"","Recommended_Course_4_title","가족·체험 코스","Family & Experience Course","家族・体験コース","家庭·体验路线","Tuyến Gia đình & Trải nghiệm","เส้นทางครอบครัวและประสบการณ์","Маршрут: семья и впечатления","Rute Keluarga & Pengalaman","","","","","","","","","","","","","","","",""
"","Jeju_Todo_Subtitle2","* 각 카테고리를 선택해 주세요","* Please select each category","* 各カテゴリーを選択してください","* 请选择各个类别","* Vui lòng chọn từng danh mục","* โปรดเลือกแต่ละหมวดหมู่","* Пожалуйста, выберите каждую категорию","* Silakan pilih setiap kategori","","","","","","","","","","","","","","","",""
"","Region_1","제주시 · 애월","Jeju-si · Aewol","済州市・涯月","济州市 · 涯月","Thành phố Jeju · Aewol","เชจู · แอวอล","Чеджу · Эволь","Kota Jeju · Aewol","","","","","","","","","","","","","","","",""
"","Region_2","동부 · 성산","East · Seongsan","東部・城山","东部 · 城山","Phía Đông · Seongsan","ตะวันออก · ซองซาน","Восток · Сонсан","Timur · Seongsan","","","","","","","","","","","","","","","",""
"","Region_3","서부 · 한림","West · Hallim","西部・翰林","西部 · 翰林","Phía Tây · Hallim","ตะวันตก · ฮัลลิม","Запад · Халлим","Barat · Hallim","","","","","","","","","","","","","","","",""
"","Region_4","서귀포 · 중문","Seogwipo · Jungmun","西帰浦・中文","西归浦 · 中文","Seogwipo · Jungmun","ซอกวีโพ · ชุงมุน","Согвипхо · Чунмун","Seogwipo · Jungmun","","","","","","","","","","","","","","","",""
"","Region_guide","지역은 최대 2개까지 선택 가능합니다.","You can select up to 2 regions.","地域は最大2つまで選択可能です。","最多可选择2个地区。","Có thể chọn tối đa 2 khu vực.","สามารถเลือกได้สูงสุด 2 พื้นที่","Можно выбрать максимум 2 региона.","Dapat memilih maksimal 2 wilayah.","","","","","","","","","","","","","","","",""
"","Visitor_Title","방문 인원","Number of Visitors","訪問人数","访问人数","Số lượng khách","จำนวนผู้เยี่ยมชม","Количество посетителей","Jumlah Pengunjung","","","","","","","","","","","","","","","",""
"","Visitor_1","1명","1 person","1人","1人","1 người","1 คน","1 гость","1 orang","","아이콘04","","","","","","","","","","","","","",""
"","Visitor_2","2명","2 people","2人","2人","2 người","2 คน","2 гостя","2 orang","","아이콘04","","","","","","","","","","","","","",""
"","Visitor_3","3명","3 people","3人","3人","3 người","3 คน","3 гостя","3 orang","","아이콘04","","","","","","","","","","","","","",""
"","Visitor_4","4명","4 people","4人","4人","4 người","4 คน","4 гостя","4 orang","","아이콘04","","","","","","","","","","","","","",""
"","Visitor_5","5~9명","5~9 pax","5~9人","5~9人","5~9 người","5~9 คน","5~9 чел.","5~9 orang","","아이콘04","","","","","","","","","","","","","",""
"","Visitor_6","10명~","10+ pax","10人~","10人~","10 người~","10 คน~","10+ чел.","10 orang~","","아이콘04","","","","","","","","","","","","","",""
"","StayTime_Title","체류 기간","Duration of Stay","滞在期間","停留时间","Thời gian lưu trú","ระยะเวลาการเข้าพัก","Продолжительность пребывания","Lama Menginap","","","","","","","","","","","","","","","",""
"","StayTime_1","당일치기","Day trip","日帰り","一日游","Đi trong ngày","ไปเช้าเย็นกลับ","1 день","Sehari","","아이콘04","","","","","","","","","","","","","",""
"","StayTime_2","1박 2일","1 night 2 days","1泊2日","1晚2天","1 đêm 2 ngày","1 คืน 2 วัน","1 ночь 2 дня","1 malam 2 hari","","아이콘04","","","","","","","","","","","","","",""
"","StayTime_3","2박 3일","2 night 3 days","2泊3日","2晚3天","2 đêm 3 ngày","2 คืน 3 วัน","2 ночи 3 дня","2 malam 3 hari","","아이콘04","","","","","","","","","","","","","",""
"","StayTime_4","3박 4일","3 night 4 days","3泊4日","3晚4天","3 đêm 4 ngày","3 คืน 4 วัน","3 ночи 4 дня","3 malam 4 hari","","아이콘04","","","","","","","","","","","","","",""
"","Transportation_Title","이동수단","Transportation","移動手段","交通工具","Phương tiện di chuyển","การคมนาคม","Транспорт","Transportasi","","","","","","","","","","","","","","","",""
"","Transportation_1","도보","Day 1","1日目","第一天","Ngày 1","วันที่ 1","День 1","Hari ke-1","","","","","","","","","","","","","","","",""
"","Transportation_2","자전거","Day 1","1日目","第一天","Ngày 1","วันที่ 1","День 1","Hari ke-1","","","","","","","","","","","","","","","",""
"","Transportation_3","대중교통","Day 2","2日目","第二天","Ngày 2","วันที่ 2","День 2","Hari ke-2","","","","","","","","","","","","","","","",""
"","Transportation_4","자동차","Day 3","3日目","第三天","Ngày 3","วันที่ 3","День 3","Hari ke-3","","","","","","","","","","","","","","","",""
"","Things_to_enjoy","즐길 거리","Day 4","4日目","第四天","Ngày 4","วันที่ 4","День 4","Hari ke-4","","","","","","","","","","","","","","","",""
"","1st_day","1일차","Day 1","1日目","第1天","Ngày 1","วันที่ 1","День 1","Hari 1","","","","","","","","","","","","","","","",""
"","2nd_day","2일차","Day 2","2日目","第2天","Ngày 2","วันที่ 2","День 2","Hari 2","","","","","","","","","","","","","","","",""
"","3rd_day","3일차","Day 3","3日目","第3天","Ngày 3","วันที่ 3","День 3","Hari 3","","","","","","","","","","","","","","","",""
"","4th_day","4일차","Day 4","4日目","第4天","Ngày 4","วันที่ 4","День 4","Hari 4","","","","","","","","","","","","","","","",""
"","ShowDetailShop","업체 정보를 클릭하시면 상세 정보가 나와요","Click the store for details.","店舗情報をクリックすると詳細情報が表示されます。","点击商户信息即可查看详细信息。","Nhấn vào thông tin đơn vị để xem chi tiết","คลิกที่ข้อมูลร้านค้าเพื่อดูรายละเอียด","Нажмите на магазин для подробностей.","Klik info toko untuk lihat detailnya","","아이콘04","","","","","","","","","","","","","",""
"","SubmitButton","코스 추천받기","Get course recommendations","コースの推薦を受ける","获取路线推荐","Nhận đề xuất khóa học","รับคำแนะนำหลักสูตร","Получить рекомендации по курсу","Dapatkan rekomendasi kursus","","","","","","","","","","","","","","","",""
"","TotalStayTime","총 소요시간","Total time","総時間","总时间","Tổng thời gian","เวลารวมทั้งหมด","Общее время","Total waktu yang","","","","","","","","","","","","","","","",""
"","TotalTravelTime","이동시간","Travel Time","移動時間","旅行时间","Thời gian di chuyển","เวลาเดินทาง","Время в пути","Waktu Perjalanan","","","","","","","","","","","","","","","",""
"","dayLapsed","일차","First","一次","第一的","Đầu tiên","อันดับแรก","Первый","Pertama","","","","","","","","","","","","","","","",""
"","blogReview","블로그 리뷰","Blog Review","ブログレビュー","博客评论","Đánh giá trên blog","รีวิวบล็อก","Обзор блога","Ulasan Blog","","","","","","","","","","","","","","","",""
"","Distance","이동거리","Business Hours","営業時間","营业时间","Giờ làm việc","เวลาทำการ","Часы работы","Jam Operasional","","","","","","","","","","","","","","","",""
"","Minute","분","Time spent","滞在時間","停留时间","Thời gian lưu trú","เวลาที่ใช้","Время пребывания","Waktu yang dihabiskan","","","","","","","","","","","","","","","",""
"","Difficulty","난이도","Difficulty","難易度","难度","Độ khó","ความยาก","Сложность","Tingkat Kesulitan","","","","","","","","","","","","","","","",""
"","Difficulty_easy","쉬움","Easy","簡単","简单","Dễ","ง่าย","Легкий","Mudah","","","","","","","","","","","","","","","",""
"","Difficulty_normal","중간","Medium","普通","中等","Trung bình","ปานกลาง","Средний","Sedang","","","","","","","","","","","","","","","",""
"","Difficulty_hard","어려움","Hard","難しい","困难","Khó","ยาก","Сложный","Sulit","","","","","","","","","","","","","","","",""
"","Open&closeTime","영업 시간","Business Hours","営業時間","营业时间","Giờ mở cửa","เวลาทำการ","Часы работы","Jam Operasional","","","","","","","","","","","","","","","",""
"","TimeToAdjourn","머무는 시간","Time spent","滞在時間","停留时间","Thời gian lưu trú","เวลาที่ใช้","Время пребывания","Waktu yang dihabiskan","","","","","","","","","","","","","","","",""
"","Check_on_mobile","모바일에서 확인하기","Check on mobile","モバイルで確認する","在手机上查看","Kiểm tra trên thiết bị di động","ตรวจสอบบนมือถือ","Проверить на мобильном","Periksa di ponsel","","","","","","","","","","","","","","","",""
"","Here_IsJeju","* 바람과 낭만이 머무는 곳, 제주입니다.","* Jeju, a place where wind and romance linger.","* 風とロマンがとどまる場所、済州です。","* 济州，风与浪漫驻足的地方。","* Jeju, nơi gió và sự lãng mạn đọng lại.","* เชจู สถานที่ที่สายลมและความโรแมนติกยังคงอยู่","* Чеджу, место, где задерживаются ветер и романтика.","* Jeju, tempat di mana angin dan romansa berlama-lama.","","","","","","","","","","","","","","","",""
"","Here_History","역사","history","歴史","历史","lịch sử","ประวัติศาสตร์","история","sejarah","","","","","","","","","","","","","","","",""
"","Here_HistoryFlow","제주의 역사 흐름","The Flow of Jeju's History","済州の歴史の流れ","济州的历史发展","Dòng chảy lịch sử Jeju","ลำดับเหตุการณ์ทางประวัติศาสตร์ของเชจู","Ход истории Чеджу","Alur Sejarah Jeju","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_1_epoch","선사시대","Prehistoric Age","先史時代","史前时代","Thời tiền sử","ยุคก่อนประวัติศาสตร์","Доисторическая эпоха","Zaman Prasejarah","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_1_summary","제주 정착 및 문화 형성","Settlement in Jeju and Formation of Culture","済州定着および文化形成","定居济州与文化形成","Định cư tại Jeju và hình thành văn hóa","การตั้งถิ่นฐานในเชจูและการก่อตัวของวัฒนธรรม","Поселение на Чеджу и формирование культуры","Pemukiman di Jeju dan Pembentukan Budaya","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_1","제주도는 화산이 만든 섬입니다. 한라산과 수백 개의 오름, 그리고 용암이 흐르며 남긴 동굴이 이 땅의 골격을 이룹니다. 사람의 자취도 오래되었습니다. 섬 서쪽 고산리에서는 신석기 이른 시기의 마을 터가 발굴되어 석기 약 9만 9천 점과 토기 조각이 함께 나왔고, 이곳은 국가 사적으로 지정되어 있습니다.","Jeju is an island made by volcanoes. Mount Hallasan, hundreds of small cones called oreum, and caves left behind by flowing lava form its backbone. People arrived early, too: at Gosan-ri on the west coast archaeologists uncovered an early Neolithic settlement with some 99,000 stone tools and pieces of pottery. The site is now a National Historic Site.","済州島は火山がつくった島です。漢拏山と数百のオルム、そして溶岩が流れて残した洞窟がこの島の骨格をなしています。人の営みも古くから続きました。島の西側、高山里（コサンリ）では新石器時代初期の集落跡が発掘され、石器およそ9万9千点と土器の破片が出土しました。ここは国の史跡に指定されています。","济州岛是火山造就的岛屿。汉拿山、数百座被称为오름的小火山，以及熔岩流过后留下的洞窟，构成了这片土地的骨架。人的足迹同样久远。在岛西侧的高山里，考古发掘出新石器时代早期的村落遗址，出土石器约9万9千件和陶器碎片，这里已被指定为国家史迹。","Jeju là hòn đảo do núi lửa tạo nên. Núi Hallasan, hàng trăm ngọn núi lửa nhỏ gọi là oreum và những hang động do dung nham để lại làm nên bộ khung của đảo. Dấu chân con người ở đây cũng rất lâu đời: tại Gosan-ri phía tây đảo, các nhà khảo cổ đã tìm thấy dấu tích một ngôi làng thời đồ đá mới sớm cùng khoảng 99.000 công cụ đá và mảnh gốm. Nơi này nay là Di tích lịch sử quốc gia.","เชจูเป็นเกาะที่เกิดจากภูเขาไฟ ภูเขาฮัลลาซาน เนินภูเขาไฟนับร้อยที่เรียกว่าโอรึม และถ้ำที่ลาวาไหลผ่านทิ้งไว้ คือโครงร่างของแผ่นดินนี้ ร่องรอยของผู้คนก็เก่าแก่เช่นกัน ที่โกซันรีทางฝั่งตะวันตกของเกาะ นักโบราณคดีขุดพบหมู่บ้านยุคหินใหม่ตอนต้น พร้อมเครื่องมือหินราว 99,000 ชิ้นและเศษภาชนะดินเผา ปัจจุบันที่นี่ได้รับการขึ้นทะเบียนเป็นโบราณสถานแห่งชาติ","Чеджу — остров, созданный вулканами. Гора Халласан, сотни небольших конусов, которые здесь называют орым, и пещеры, оставленные потоками лавы, образуют его основу. Следы человека здесь тоже древние: в Косанни на западном побережье археологи нашли поселение раннего неолита, около 99 000 каменных орудий и фрагменты керамики. Сегодня это место — памятник национального значения.","Jeju adalah pulau yang dibentuk oleh gunung api. Gunung Hallasan, ratusan kerucut vulkanik yang disebut oreum, dan gua-gua yang ditinggalkan aliran lava membentuk kerangka pulau ini. Jejak manusia di sini pun sangat tua: di Gosan-ri, pesisir barat, para arkeolog menemukan permukiman Neolitik awal beserta sekitar 99.000 alat batu dan pecahan tembikar. Kini situs itu berstatus Situs Bersejarah Nasional.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_2_epoch","탐라국","Tamna Kingdom","耽羅国","耽罗国","Vương quốc Tamna","อาณาจักรทัมนา","Королевство Тхамна","Kerajaan Tamna","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_2_summary","탐라국 성립","Establishment of Tamna Kingdom","耽羅国の成立","耽罗国建立","Sự thành lập Vương quốc Tamna","การก่อตั้งอาณาจักรทัมนา","Основание королевства Тхамна","Pendirian Kerajaan Tamna","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_2","제주 사람들은 삼성혈에서 솟아난 세 신인이 나라를 열었다고 전해 왔습니다. 그 나라가 탐라입니다. 탐라는 삼국시대에 백제·신라와 독자적으로 외교를 맺은 해양 왕국이었고, 바다를 통해 한반도와 중국·일본을 오갔습니다. 섬이라는 조건은 고립이 아니라 뱃길이었습니다.","Islanders have long told of three demigods who rose from the ground at Samseonghyeol and founded a kingdom. That kingdom was Tamna. In the Three Kingdoms period Tamna was a seafaring state that conducted its own diplomacy with Baekje and Silla and crossed the water to the Korean peninsula, China and Japan. Being an island meant sea routes, not isolation.","島の人々は、三姓穴から現れた三人の神人が国を開いたと語り継いできました。その国が耽羅です。耽羅は三国時代に百済・新羅と独自に外交を結んだ海洋王国で、海を渡って朝鮮半島・中国・日本と行き来しました。島であることは孤立ではなく、航路を意味していました。","岛上世代相传：三位神人从三姓穴涌出并开创了一个国家，那便是耽罗。三国时代的耽罗是与百济、新罗独立开展外交的海洋王国，通过海路往来于朝鲜半岛、中国和日本。岛屿的处境并非孤立，而是航路。","Người dân đảo từ lâu vẫn kể rằng ba vị thần hiện lên từ Samseonghyeol và lập nên một vương quốc. Vương quốc ấy là Tamna. Thời Tam Quốc, Tamna là một nhà nước biển tự thiết lập bang giao với Baekje và Silla, vượt biển qua lại với bán đảo Triều Tiên, Trung Quốc và Nhật Bản. Là một hòn đảo không có nghĩa là bị cô lập, mà là nằm trên các tuyến hải hành.","ชาวเกาะเล่าสืบต่อกันมาว่าเทพสามองค์ผุดขึ้นจากซัมซองฮยอลและตั้งอาณาจักรขึ้น นั่นคืออาณาจักรทัมนา ในยุคสามอาณาจักร ทัมนาเป็นรัฐทางทะเลที่ดำเนินการทูตกับแพ็กเจและชิลลาด้วยตนเอง และข้ามทะเลไปมากับคาบสมุทรเกาหลี จีน และญี่ปุ่น การเป็นเกาะจึงไม่ได้หมายถึงความโดดเดี่ยว แต่หมายถึงเส้นทางเดินเรือ","Островитяне издавна рассказывают о трёх божественных предках, вышедших из земли в Самсонхёле и основавших царство. Это царство называлось Тамна. В эпоху Трёх государств Тамна была морской державой: она самостоятельно вела отношения с Пэкче и Силла и ходила морем к Корейскому полуострову, в Китай и Японию. Быть островом означало здесь не изоляцию, а морские пути.","Penduduk pulau sejak lama menuturkan kisah tiga dewa yang muncul dari tanah di Samseonghyeol dan mendirikan sebuah kerajaan. Kerajaan itu bernama Tamna. Pada masa Tiga Kerajaan, Tamna adalah negeri bahari yang menjalin diplomasi sendiri dengan Baekje dan Silla serta menyeberangi laut ke Semenanjung Korea, Tiongkok, dan Jepang. Menjadi pulau di sini bukan berarti terkucil, melainkan berada di jalur pelayaran.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_3_epoch","고려시대","Goryeo Dynasty","高麗時代","高丽时代","Thời kỳ Goryeo","ยุคโครยอ","Эпоха Корё","Dinasti Goryeo","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_3_summary","고려 편입","Incorporation into Goryeo","高麗への編入","编入高丽","Sáp nhập vào Goryeo","การรวมเข้ากับโครยอ","Включение в состав Корё","Penggabungan ke Goryeo","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_3","1105년 탐라는 고려의 행정구역인 탐라군이 되었고, 13세기 초부터 '제주'라는 이름이 쓰이기 시작했습니다. 1271년에는 삼별초가 항파두리에 성을 쌓고 여몽 연합군에 맞섰습니다. 1273년 그 항쟁이 끝난 뒤 원은 제주를 직할지로 삼아 목마장을 두었고, 이때 들어온 말은 섬의 풍경과 생활을 함께 바꾸었습니다. 오늘날 제주 말 문화의 뿌리입니다.","In 1105 Tamna became Tamna-gun, a district of Goryeo, and from the early 13th century the island was called Jeju. In 1271 the Sambyeolcho corps built a fortress at Hangpaduri and held out against the combined Goryeo-Mongol army. After that resistance ended in 1273 the Mongol Yuan took the island under direct rule and turned it into a horse pasture; the horses brought then changed both the landscape and daily life. They are the root of Jeju's horse culture today.","1105年、耽羅は高麗の行政区域である耽羅郡となり、13世紀初めから「済州」という名が使われ始めました。1271年には三別抄が缸坡頭里に城を築き、麗蒙連合軍に抗いました。1273年にその抗争が終わると、元は済州を直轄地として牧馬場を置きます。このとき入ってきた馬は島の風景と暮らしを変えました。今日の済州の馬文化はここに根があります。","1105年，耽罗成为高丽的行政区域耽罗郡，13世纪初开始使用济州这一名称。1271年，三别抄在缸坡头里筑城，抵抗高丽与蒙古联军。1273年抗争结束后，元朝将济州收为直辖地并设立牧马场，此时进入岛上的马匹改变了这里的风景与生活，也成为今日济州马文化的源头。","Năm 1105, Tamna trở thành huyện Tamna của triều Goryeo, và từ đầu thế kỷ 13 hòn đảo được gọi là Jeju. Năm 1271, đội quân Sambyeolcho đắp thành ở Hangpaduri và chống lại liên quân Goryeo - Mông Cổ. Sau khi cuộc kháng chiến kết thúc năm 1273, nhà Nguyên đặt đảo dưới quyền cai trị trực tiếp và biến nơi đây thành đồng cỏ nuôi ngựa; những con ngựa đưa tới khi ấy đã thay đổi cả cảnh quan lẫn đời sống trên đảo, và là cội nguồn của văn hóa ngựa Jeju ngày nay.","ปี 1105 ทัมนากลายเป็นเขตปกครองทัมนาของราชวงศ์โครยอ และตั้งแต่ต้นศตวรรษที่ 13 เกาะนี้ถูกเรียกว่าเชจู ปี 1271 กองกำลังซัมบยอลโชสร้างป้อมที่ฮังพาดูรีและต้านทานกองทัพผสมโครยอ-มองโกล เมื่อการต่อสู้สิ้นสุดลงในปี 1273 ราชวงศ์หยวนปกครองเกาะโดยตรงและตั้งเป็นทุ่งเลี้ยงม้า ม้าที่เข้ามาในครั้งนั้นได้เปลี่ยนทั้งภูมิทัศน์และวิถีชีวิตของเกาะ และเป็นรากของวัฒนธรรมม้าเชจูในปัจจุบัน","В 1105 году Тамна стала уездом в составе государства Корё, а с начала XIII века остров называют Чеджу. В 1271 году отряд Самбёльчхо построил крепость Ханпхадури и держал оборону против объединённого корёско-монгольского войска. После окончания сопротивления в 1273 году монгольская династия Юань взяла остров под прямое управление и устроила здесь конские пастбища; привезённые тогда лошади изменили и облик острова, и повседневную жизнь. Отсюда берёт начало конная культура Чеджу.","Pada 1105 Tamna menjadi Kabupaten Tamna di bawah Dinasti Goryeo, dan sejak awal abad ke-13 pulau ini disebut Jeju. Pada 1271 pasukan Sambyeolcho membangun benteng di Hangpaduri dan bertahan melawan pasukan gabungan Goryeo-Mongol. Setelah perlawanan itu berakhir pada 1273, Dinasti Yuan menguasai pulau secara langsung dan menjadikannya padang penggembalaan kuda; kuda-kuda yang didatangkan saat itu mengubah lanskap sekaligus kehidupan sehari-hari, dan menjadi akar budaya kuda Jeju hingga kini.","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_4_epoch","조선시대","Joseon Dynasty","朝鮮時代","朝鲜时代","Thời kỳ Joseon","ยุคโชซอน","Эпоха Чосон","Dinasti Joseon","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_4_summary","제주목 설치","Establishment of Jeju-mok","済州牧の設置","设立济州牧","Thành lập Jeju-mok","การก่อตั้งเชจูมก","Создание Чеджу-мок","Pendirian Jeju-mok","","","","","","","","","","","","","","","",""
"","Here_HistoryContent_4","조선은 제주에 목사를 보내 다스렸고, 1448년에 세운 관덕정은 지금도 제주 도심에 남아 있습니다. 제주는 유배의 섬이기도 했습니다. 500년 동안 200여 명이 이 섬으로 유배를 왔고, 추사 김정희는 1840년부터 여덟 해를 대정에서 보내며 추사체를 완성하고 세한도를 남겼습니다. 1629년부터 1825년까지 약 200년 동안은 섬을 떠나는 것 자체가 금지되었습니다. 그 시절 상인 김만덕은 1795년 큰 흉년에 사재를 털어 굶주린 이웃을 구했고, 그 공으로 임금의 허락을 받아 바다를 건너 금강산을 보고 돌아왔습니다. 1653년에는 네덜란드 상선 스페르베르호가 난파해 하멜 일행이 표착했으며, 그들이 남긴 기록은 서양에 조선을 처음 알렸습니다.","Joseon governed Jeju through a magistrate, and Gwandeokjeong, built in 1448, still stands in the city centre. Jeju was also an island of exile: about 200 people were banished here over five centuries. The scholar and calligrapher Kim Jeong-hui spent eight years in Daejeong from 1840, perfecting his Chusa script and painting Sehando. From 1629 to 1825, for roughly two hundred years, islanders were forbidden to leave at all. In that era the merchant Kim Man-deok spent her own fortune to feed her starving neighbours during the famine of 1795; in return the king granted her wish to cross the sea and see Mount Geumgangsan. In 1653 the Dutch ship Sperwer was wrecked here and Hendrick Hamel and his crew came ashore — their account was the first report of Korea to reach Europe.","朝鮮は牧使を派遣して済州を治め、1448年に建てられた観徳亭は今も市の中心に残っています。済州は流刑の島でもありました。500年の間におよそ200人がこの島に流され、書家・金正喜は1840年から八年を大静で過ごし、秋史体を完成させて「歳寒図」を残しました。1629年から1825年までの約200年間は、島を離れること自体が禁じられていました。その時代、商人の金萬德（キム・マンドク）は1795年の大凶作に私財を投じて飢えた人々を救い、その功により王の許しを得て海を渡り、金剛山を見て帰りました。1653年にはオランダ商船スペルウェル号が難破してハメル一行が漂着し、その記録は西洋に朝鮮を初めて伝えました。","朝鲜派遣牧使治理济州，1448年建成的观德亭至今仍矗立在市中心。济州也是流放之岛，五百年间约有200人被流放至此。书法家金正喜自1840年起在大静度过八年，完成秋史体并留下《岁寒图》。从1629年到1825年的约两百年间，岛民甚至被禁止离岛。正是在那个时代，商人金万德在1795年大饥荒中倾尽家财救济饥民，因此获得国王恩准，得以渡海远游金刚山后返回。1653年，荷兰商船斯佩尔威尔号遇难，哈梅尔一行漂流上岸，他们留下的记录首次向西方介绍了朝鲜。","Triều Joseon cai quản Jeju qua một quan mục sứ, và Gwandeokjeong dựng năm 1448 đến nay vẫn còn giữa trung tâm thành phố. Jeju cũng là hòn đảo lưu đày: trong năm thế kỷ có khoảng 200 người bị đày đến đây. Nhà thư pháp Kim Jeong-hui sống tám năm ở Daejeong từ năm 1840, hoàn thiện lối chữ Chusa và vẽ bức Sehando. Từ năm 1629 đến 1825, suốt khoảng hai trăm năm, người dân bị cấm rời đảo. Chính trong thời kỳ đó, nữ thương nhân Kim Man-deok đã dốc hết gia sản cứu đói dân làng trong nạn đói năm 1795; nhờ công ấy, nhà vua cho phép bà vượt biển đi thăm núi Geumgangsan rồi trở về. Năm 1653, thương thuyền Hà Lan Sperwer đắm tại đây và nhóm của Hendrick Hamel dạt vào bờ; ghi chép của họ là những trang đầu tiên giới thiệu Triều Tiên với phương Tây.","ราชวงศ์โชซอนส่งข้าหลวงมาปกครองเชจู และศาลากวันด็อกจ็องที่สร้างในปี 1448 ยังคงตั้งอยู่ใจกลางเมืองจนถึงทุกวันนี้ เชจูยังเป็นเกาะแห่งการเนรเทศ ตลอดห้าศตวรรษมีผู้ถูกเนรเทศมาที่นี่ราว 200 คน นักอักษรวิจิตรคิมจองฮีใช้ชีวิตแปดปีที่แทจองตั้งแต่ปี 1840 จนสร้างลายมือชูซาสำเร็จและวาดภาพเซฮันโด ระหว่างปี 1629 ถึง 1825 ราวสองร้อยปี ชาวเกาะถูกห้ามออกจากเกาะ ในยุคนั้นเอง พ่อค้าหญิงคิมมันด็อกได้สละทรัพย์สินทั้งหมดช่วยเหลือผู้อดอยากในภาวะข้าวยากหมากแพงปี 1795 ด้วยคุณงามความดีนี้ พระราชาจึงอนุญาตให้เธอข้ามทะเลไปชมภูเขากึมกังซานแล้วกลับมา ปี 1653 เรือสินค้าดัตช์สแปร์เวอร์อับปางที่นี่ ฮาเมลและลูกเรือขึ้นฝั่ง และบันทึกของพวกเขาคือรายงานแรกที่ทำให้ตะวันตกรู้จักโชซอน","В эпоху Чосон островом управлял наместник, а павильон Квандокчон, построенный в 1448 году, и сегодня стоит в центре города. Чеджу был также островом ссылки: за пять столетий сюда сослали около двухсот человек. Учёный и каллиграф Ким Чжон Хи провёл в Тэджоне восемь лет начиная с 1840 года, довёл до совершенства почерк чуса и написал картину «Сехандо». С 1629 по 1825 год, почти двести лет, жителям было запрещено покидать остров. В те же годы купчиха Ким Ман Док во время голода 1795 года потратила своё состояние, чтобы накормить земляков; в благодарность король исполнил её желание — переплыть море и увидеть горы Кымгансан. В 1653 году у берегов острова потерпело крушение голландское судно «Спервер», и на берег вышли Хендрик Хамель и его спутники: их записки стали первым рассказом о Корее, дошедшим до Европы.","Dinasti Joseon memerintah Jeju melalui seorang bupati, dan paviliun Gwandeokjeong yang dibangun pada 1448 masih berdiri di pusat kota. Jeju juga menjadi pulau pengasingan: sekitar 200 orang dibuang ke sini selama lima abad. Cendekiawan dan ahli kaligrafi Kim Jeong-hui menghabiskan delapan tahun di Daejeong sejak 1840, menyempurnakan gaya tulis Chusa dan melukis Sehando. Dari 1629 hingga 1825, hampir dua ratus tahun, penduduk dilarang meninggalkan pulau. Pada masa itu pula saudagar perempuan Kim Man-deok merelakan seluruh hartanya untuk memberi makan tetangganya saat kelaparan besar tahun 1795; sebagai balasan, raja mengabulkan permintaannya menyeberangi laut untuk melihat Gunung Geumgangsan. Pada 1653 kapal dagang Belanda Sperwer karam di sini dan rombongan Hendrick Hamel terdampar; catatan mereka menjadi laporan pertama tentang Korea yang sampai ke Eropa.","","","","","","","","","","","","","","","",""
